tweet,mentioned,hashtags,clean_tweet,Tweet length
"@poojasodhi @CharanRudresh @dmgbnagar Press release dtd 20.5.20 by @dmgbnagar 👇 point C,D, &amp; E are very explicitly explains a progressive, dynamic, &amp; positive role to be played by AoAs/RWAs/Residents in tandem w/#IndiaFightsCorona in these difficult time of pandemic. They are the key players now @nbhooshan @CeoNoida https://t.co/zcjPwkncIg","['@poojasodhi', '@CharanRudresh', '@dmgbnagar', '@dmgbnagar', '@nbhooshan', '@CeoNoida']",['#IndiaFightsCorona'],press release dtd point c e explicitly explains progressive dynamic positive role played aoas rwas residents tandem w difficult time pandemic key players,153
"@GauravModified @nisharai_ggc @manishsmooth @DhaorAshni @vinodsharmanbt @vishnupsaini @GarimaT08821300 @PankajSinghBJP @RanjanTomar @pcfnoida @RajivaSingh9 @Joginde05957128 @cjain9 @RCTlife @TOINoida @abhaypandey01 @anupamoberoi @Noida7x @SampoornamResdt @lotus_arena @3CLPFBA @nefowaoffice @NOFAATIMES @fonrwa @FONAA_GBN @agvIIresidents @OfficialWcwa @GaursportsR @GaurCityResiden @PawanYa74210866 @MyValenciaHomes @residents_lb @PSGreens2 @CleoGroup @Noida_Residents @arpbks @noida_authority @alokkumara1 @NoidaLife @Scswa7 @swatiagrwlsingh @sheelprabhakar @Shwetabharti22 @rathore12346 Press release dtd 20.5.20 by @dmgbnagar 👇 point C,D, &amp; E are very explicitly explains a progressive, dynamic, &amp; positive role to be played by AoAs/RWAs in tandem w/#IndiaFightsCorona in these difficult time of pandemic. They are the key players now, no doubt. https://t.co/kfdfIEhfVF","['@GauravModified', '@nisharai_ggc', '@manishsmooth', '@DhaorAshni', '@vinodsharmanbt', '@vishnupsaini', '@GarimaT08821300', '@PankajSinghBJP', '@RanjanTomar', '@pcfnoida', '@RajivaSingh9', '@Joginde05957128', '@cjain9', '@RCTlife', '@TOINoida', '@abhaypandey01', '@anupamoberoi', '@Noida7x', '@SampoornamResdt', '@lotus_arena', '@nefowaoffice', '@NOFAATIMES', '@fonrwa', '@FONAA_GBN', '@agvIIresidents', '@OfficialWcwa', '@GaursportsR', '@GaurCityResiden', '@PawanYa74210866', '@MyValenciaHomes', '@residents_lb', '@PSGreens2', '@CleoGroup', '@Noida_Residents', '@arpbks', '@noida_authority', '@alokkumara1', '@NoidaLife', '@Scswa7', '@swatiagrwlsingh', '@sheelprabhakar', '@Shwetabharti22', '@rathore12346', '@dmgbnagar']",['#IndiaFightsCorona'],press release dtd point c e explicitly explains progressive dynamic positive role played aoas rwas tandem w difficult time pandemic key players doubt,149
"Step out of your comfort zone &amp; show the world your capacity to reach and go beyond your goals
Life is an adventure, embrace it •
•
•
•
•
#themeghagupta #quarantinelife #missingthegym #workoutroutine… https://t.co/NFJjq1N6rc",[],"['#themeghagupta', '#quarantinelife', '#missingthegym', '#workoutroutine']",step comfort zone show world capacity reach go beyond goals life adventure embrace,82
"World meditation day.
Meditate and relax.
Find your peace within.
#sakshiv #peace #meditation #vrai #happy #unhappy #positive #yq    
#peaceofmind #within #UtiliseLockdownWisely #QuarantineLife #MantrasForHappyLife #writer #coronavirusinindia #COVID19outbreak https://t.co/Ot1k1828fk",[],"['#sakshiv', '#peace', '#meditation', '#vrai', '#happy', '#unhappy', '#positive', '#yq', '#peaceofmind', '#within', '#UtiliseLockdownWisely', '#QuarantineLife', '#MantrasForHappyLife', '#writer', '#coronavirusinindia', '#COVID19outbreak']",world meditation day meditate relax find peace within,53
"I hate you, SARS-CoV-2! You have affected us humans profoundly! My entire species is determined to eradicate you! By #SocialDistancing, and working #feverishly to develop a vaccine!
#survive #thrive #coronavirus #COVIDー19 #Trending #India #IndiaFightsCorona",[],"['#SocialDistancing', '#feverishly', '#survive', '#thrive', '#coronavirus', '#COVID', '#Trending', '#India', '#IndiaFightsCorona']",hate sars cov affected us humans profoundly entire species determined eradicate working develop vaccine,103
"India is now the second largest PPE Body Coveralls manufacturer in the world after China.
#AtmaNirbharBharatAbhiyan #COVID__19 #coronavirus #lockdown #staysafe #StayAlert",[],"['#AtmaNirbharBharatAbhiyan', '#COVID__19', '#coronavirus', '#lockdown', '#staysafe', '#StayAlert']",india second largest ppe body coveralls manufacturer world china,64
"A proud moment for India. Congratulations to Hon’ble H&amp;FM @drharshvardhan, who is at the forefront of India's battle against #COVID19, has taken charge as chairman of the @WHO Executive Board.
#AyushmanBharat #PMJAY #IndiaHeals
#IndiaFightsCorona
@MoHFW_INDIA https://t.co/WNOeYabPsA","['@drharshvardhan', '@WHO', '@MoHFW_INDIA']","['#COVID19', '#AyushmanBharat', '#PMJAY', '#IndiaHeals', '#IndiaFightsCorona']",proud moment india congratulations hon ble h fm forefront india battle taken charge chairman executive board,108
.@DanishSait got so popular during #lockdown that he's now being sponsored! https://t.co/VVMbLwbvER,['@DanishSait'],['#lockdown'],got popular sponsored,21
"याद आ रही हैं, तेरी याद आ रही हैं 😭
How many of missing their street food during this lockdown? 
Comment below ⬇️.
.
#Lockdown4 #momoslove #streetfoodiedelhi #artiminki #delhikildki #foodie #twitter #CoronavirusLockdown #StayHomeSaveLives #DelhiFightsCorona #delhi #foodie #food https://t.co/OIsZKGBFvg",[],"['#Lockdown4', '#momoslove', '#streetfoodiedelhi', '#artiminki', '#delhikildki', '#foodie', '#twitter', '#CoronavirusLockdown', '#StayHomeSaveLives', '#DelhiFightsCorona', '#delhi', '#foodie', '#food']",many missing street food lockdown comment,41
"Friday Message to all..
Everything is gonna be okay soon..
@DeepakChopra
@salesforce #appy #COVID19India https://t.co/FDw7N36eZn","['@DeepakChopra', '@salesforce']","['#appy', '#COVID19India']",friday message everything gonna okay soon,41
"Follow the necessary for a safe work environment.

#coronavirus #socialmedia #SocialDistancing https://t.co/2uadntVak1",[],"['#coronavirus', '#socialmedia', '#SocialDistancing']",follow necessary safe work environment,38
"@Aam_Nationalist @SonuSood They should be shown their true #aukat after the #lockdown 

Like they've disappeared during the crisis 

All fans should also disappear from their movies and matches 

#SonuSood #vikaskhanna- real corona heroes","['@Aam_Nationalist', '@SonuSood']","['#aukat', '#lockdown', '#SonuSood', '#vikaskhanna-']",shown true like disappeared crisis fans also disappear movies matches real corona heroes,88
"Starving villagers put up banner, launch ‘hunger strike’ to draw attention to their plight #Lockdown
https://t.co/hTBGwgxSE7",[],['#Lockdown'],starving villagers put banner launch hunger strike draw attention plight,72
"You must need to know what things you need to carry after Lockdown.

#Precautions #Preventions #fever #cough #cold #socialdistancing #breathingproblem #coronavirus #coronavirustreatment #coronavirusdisease #COVID19 #physicaldistance #ImmunityPower #BoostImunity #AyurvedaTreatment https://t.co/yKDkLQXOIj",[],"['#Precautions', '#Preventions', '#fever', '#cough', '#cold', '#socialdistancing', '#breathingproblem', '#coronavirus', '#coronavirustreatment', '#coronavirusdisease', '#COVID19', '#physicaldistance', '#ImmunityPower', '#BoostImunity', '#AyurvedaTreatment']",must need know things need carry lockdown,41
"#IndiaFightsCorona
Smart cities fight COVID-19
via NaMo App https://t.co/siiYRqFeu1",[],['#IndiaFightsCorona'],smart cities fight covid,24
"#IndiaFightsCorona
Ensuring adequate supply of medical equipments
via NaMo App https://t.co/JIVoYIqhkD",[],['#IndiaFightsCorona'],ensuring adequate supply medical equipments,43
"#IndiaFightsCorona
Robust health preparedness
via NaMo App https://t.co/Ug8irUjAA5",[],['#IndiaFightsCorona'],robust health preparedness,26
"#IndiaFightsCorona
Zone categorisation during COVID-19
via NaMo App https://t.co/BUdPQwz0N1",[],['#IndiaFightsCorona'],zone categorisation covid,25
"#IndiaFightsCorona
Achieving remarkable feet in managing COVID-19
via NaMo App https://t.co/XpqqepQXOT",[],['#IndiaFightsCorona'],achieving remarkable feet managing covid,40
"#IndiaFightsCorona
Shramik special trains during COVID-19
via NaMo App https://t.co/0DLLkxwyAn",[],['#IndiaFightsCorona'],shramik special trains covid,28
"We are proving the 3 services under #lockdown .

1. FLIGHT BOOKING 
2. RAIL TICKETS
3. CAR SERVICE (ALL OVER INDIA)

CONTACT US FOR BOOKING :
9711737879

GAURA TRAVEL SOLUTIONS PVT LTD @ Gaura Travel Solutions… https://t.co/elebOeY749",[],['#lockdown'],proving services flight booking rail tickets car service india contact us booking gaura travel solutions pvt ltd gaura travel solutions,135
@amandchawla @cmohry @MunCorpGurugram @gmda @moefcc @CWCOfficial_FF @CPCB_OFFICIAL @DC_Gurugram @I_Am_Gurgaon @gurgaonpolice @mlkhattar @Dist_Admin_Ggm @GMDA_Ggm @hspcbrogrs @HspcbS @HspcbN @DEEPAKKAHUJA @hdhingra Encroachment of land with Malba dumping on a continuous basis with all intentions encroach during lockdown period ! #lockdown #encroachment https://t.co/sWHp9QKoeO,"['@amandchawla', '@cmohry', '@MunCorpGurugram', '@gmda', '@moefcc', '@CWCOfficial_FF', '@CPCB_OFFICIAL', '@DC_Gurugram', '@I_Am_Gurgaon', '@gurgaonpolice', '@mlkhattar', '@Dist_Admin_Ggm', '@GMDA_Ggm', '@hspcbrogrs', '@HspcbS', '@HspcbN', '@DEEPAKKAHUJA', '@hdhingra']","['#lockdown', '#encroachment']",encroachment land malba dumping continuous basis intentions encroach lockdown period,84
What are you missing most badly in #Lockdown ?,[],['#Lockdown'],missing badly,13
"According to the new data by Ministry of Health and Family Welfare, Government of India, India’s COVID-19 recovery rate improves to 41%. #IndiaFightsCorona Press Information Bureau - PIB, Government of India #staysafe https://t.co/d7t33zyUh5",[],"['#IndiaFightsCorona', '#staysafe']",according new data ministry health family welfare government india india covid recovery rate improves press information bureau pib government india,147
"Reporting during the corona virus is second most difficult thing to do.

Reporting from minority dominated area still remains the first.

#coronavirus #lockdown #eid #jamamasjid",[],"['#coronavirus', '#lockdown', '#eid', '#jamamasjid']",reporting corona virus second difficult thing reporting minority dominated area still remains first,99
"Corona Updates.

#sadahaqnews #corona #saaddahaqnews #sadahaq  #covid_19 #saaddahaq #indianmedia #india #lockdown  #orangezone #greenzone #redzone  #coronaupdates  #usa #un #who #unitedstates @ArvindKejriwal @ficci_india https://t.co/rEJKNMPGiq","['@ArvindKejriwal', '@ficci_india']","['#sadahaqnews', '#corona', '#saaddahaqnews', '#sadahaq', '#covid_19', '#saaddahaq', '#indianmedia', '#india', '#lockdown', '#orangezone', '#greenzone', '#redzone', '#coronaupdates', '#usa', '#un', '#who', '#unitedstates']",corona updates,14
"Commonwealth @commonwealthsec Secretary-General Patricia @PScotlandCSG says India PM @narendramodi led from the beginning and  ""followed WHO guidelines really faithfully""; Explaining,""#Lockdown by India was necessary to keep people safe""
#COVID https://t.co/sQKpTLiY6I","['@commonwealthsec', '@PScotlandCSG', '@narendramodi']","['#Lockdown', '#COVID']",commonwealth secretary general patricia says india pm led beginning followed guidelines really faithfully explaining india necessary keep people safe,149
Watch Smt @nsitharaman in conversation with Shri @NalinSKohli on steps being taken by the Ministry of Finance and Corporate Affairs to combat the COVID-19 crisis on 23 May 2020 at 3 pm on all social media platforms of BJP. #IndiaFightsCorona https://t.co/8eW4qvQgbO,"['@nsitharaman', '@NalinSKohli']",['#IndiaFightsCorona'],watch smt conversation shri steps taken ministry finance corporate affairs combat covid crisis may pm social media platforms bjp,128
"Photographing myself to break the monotony. 🤦🏻‍♂️😀

#selfie #selfportrait #delhi #lockdown #lockdownindia https://t.co/OvkW8RPSJx",[],"['#selfie', '#selfportrait', '#delhi', '#lockdown', '#lockdownindia']",photographing break monotony,28
#SocialDistancing norms will be strictly maintained,[],['#SocialDistancing'],norms strictly maintained,25
"Finding Joy in little things 📸 
Inspired by @tanyakhanijow #21daysofindoorphotography
.
.
.
 #indoorphotography #lockdown #lockdownphotography #quarantine #quarantinelife #quarantineandchill #socialdistancing… https://t.co/56Y2TdaFQK",['@tanyakhanijow'],"['#indoorphotography', '#lockdown', '#lockdownphotography', '#quarantine', '#quarantinelife', '#quarantineandchill', '#socialdistancing']",finding joy little things inspired,34
"According to the new data by Ministry of Health and Family Welfare, Government of India, India’s COVID-19 recovery rate improves to 41%. #IndiaFightsCorona Press Information Bureau - PIB, Government of India https://t.co/xEB98Y8iTD",[],['#IndiaFightsCorona'],according new data ministry health family welfare government india india covid recovery rate improves press information bureau pib government india,147
"#Lockdown 4.0 

Delhi is acting like nothing happened. https://t.co/wll2fpcIAG",[],['#Lockdown'],delhi acting like nothing happened,34
"#COVID19 update:
India crosses 50000 recoveries 👏👏
From 1 to 10000- 78 days
From 10001 to 20000- 9 days
From 20001 to 30000- 5 days
From 30001 to 40000- 4 days
From 40001 to 50000- 3 days
#COVID2019india #COVID19India #IndiaFightsCorona #COVIDー19",[],"['#COVID19', '#COVID2019india', '#COVID19India', '#IndiaFightsCorona', '#COVID']",update india crosses recoveries days days days days days,56
"'The availability of resources should never affect working out. I always try to enjoy whatever I do!' -Umar Suleiman Kamsalem 

#IAmNMFC #MakeItCount  #SocialDistancing #NoExcuses #FootballDelhi #MinimumResources… https://t.co/E7KWsE3E2l",[],"['#IAmNMFC', '#MakeItCount', '#SocialDistancing', '#NoExcuses', '#FootballDelhi', '#MinimumResources']",availability resources never affect working always try enjoy whatever umar suleiman kamsalem,92
"Great honour by @aiipphs
Congratulation #ACCI for great achievment
@up_acci social work
@adgzonelucknow
#AarogyaSetu_app
#StayHome
@AdminLKO #CoronaHaregaDeshJotega 
@narendramodi
@CMOfficeUP #accicoronaawairnessprograme 
#CoronaHaregaDeshJotega 
@dmpratapgarh @pratapgarhpol https://t.co/tekUcjpVbu","['@aiipphs', '@up_acci', '@adgzonelucknow', '@AdminLKO', '@narendramodi', '@CMOfficeUP', '@dmpratapgarh', '@pratapgarhpol']","['#ACCI', '#AarogyaSetu_app', '#StayHome', '#CoronaHaregaDeshJotega', '#accicoronaawairnessprograme', '#CoronaHaregaDeshJotega']",great honour congratulation great achievment social work,56
